Lat,Lon,Titel,Cases,Deaths,Recovered
6.9257036,79.902757,Colombo,47,0,2
7.9341968,80.9781588,Polonnaruwa,10,0,0
7.4807041,80.3227606,Kurunegala,1,0,0
6.0559758,80.1769773,Galle,1,0,0
