Lat,Lon,Titel,Cases,Deaths,Recovered
6.9257036,79.902757,Colombo,8,0,1
7.9341968,80.9781588,Polonnaruwa,10,0,0
7.4807041,80.3227606,Kurunegala,1,0,0
